6239 = number of voxels 
9 = number of ROIs 
X-MNI,Y-MNI,Z-MNI,Lobe,Structure,Brodmann area,ROI-number [1...9] (if zero then not included in any ROI) 
-35,-60,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
-35,-55,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,3
-35,-40,20,Sub-lobar,Insula,Brodmann area 13,8
-35,-35,20,Sub-lobar,Insula,Brodmann area 13,8
-35,-30,20,Sub-lobar,Insula,Brodmann area 13,8
-35,-25,20,Sub-lobar,Insula,Brodmann area 13,8
-35,-20,20,Sub-lobar,Insula,Brodmann area 13,8
-35,-15,20,Sub-lobar,Insula,Brodmann area 13,8
-35,-10,20,Sub-lobar,Insula,Brodmann area 13,8
-35,-5,20,Sub-lobar,Insula,Brodmann area 13,8
-35,0,20,Sub-lobar,Insula,Brodmann area 13,8
-35,5,20,Sub-lobar,Insula,Brodmann area 13,8
-35,55,20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
-30,-90,20,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,1
-30,-80,20,Occipital Lobe,Middle Occipital Gyrus,Brodmann area 19,1
-30,-40,20,Sub-lobar,Insula,Brodmann area 13,8
-30,-35,20,Sub-lobar,Insula,Brodmann area 13,8
-30,-30,20,Sub-lobar,Insula,Brodmann area 13,8
-30,55,20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
-25,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,1
-25,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,1
-25,-75,20,Occipital Lobe,Precuneus,Brodmann area 31,1
-25,60,20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
-20,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,1
-20,-90,20,Occipital Lobe,Cuneus,Brodmann area 18,1
-20,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,1
-20,-75,20,Occipital Lobe,Precuneus,Brodmann area 31,1
-20,-70,20,Occipital Lobe,Precuneus,Brodmann area 31,1
-20,35,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-20,40,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-15,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,1
-15,-90,20,Occipital Lobe,Cuneus,Brodmann area 18,1
-15,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,1
-15,-75,20,Parietal Lobe,Precuneus,Brodmann area 31,2
-15,-70,20,Parietal Lobe,Precuneus,Brodmann area 31,2
-15,35,20,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
-15,40,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-10,-100,20,Occipital Lobe,Cuneus,Brodmann area 19,1
-10,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,1
-10,-90,20,Occipital Lobe,Cuneus,Brodmann area 18,1
-10,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,1
-10,-75,20,Occipital Lobe,Cuneus,Brodmann area 18,1
-10,-70,20,Occipital Lobe,Precuneus,Brodmann area 31,1
-10,-60,20,Parietal Lobe,Precuneus,Brodmann area 31,2
-10,35,20,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
-10,40,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-5,-100,20,Occipital Lobe,Cuneus,Brodmann area 18,1
-5,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,1
-5,-90,20,Occipital Lobe,Cuneus,Brodmann area 18,1
-5,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,1
-5,-75,20,Parietal Lobe,Precuneus,Brodmann area 31,2
-5,-70,20,Occipital Lobe,Precuneus,Brodmann area 31,1
-5,-65,20,Parietal Lobe,Precuneus,Brodmann area 31,2
-5,-60,20,Limbic Lobe,Posterior Cingulate,Brodmann area 31,6
-5,-55,20,Limbic Lobe,Posterior Cingulate,Brodmann area 31,6
-5,-50,20,Limbic Lobe,Posterior Cingulate,Brodmann area 30,6
-5,20,20,Limbic Lobe,Anterior Cingulate,Brodmann area 33,0
-5,25,20,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
-5,30,20,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
-5,35,20,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
-5,40,20,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
-5,45,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-5,50,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-5,55,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-5,60,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,4
-5,65,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,4
0,-90,20,Occipital Lobe,Cuneus,Brodmann area 18,1
0,-85,20,Occipital Lobe,Cuneus,Brodmann area 18,1
0,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,1
0,-75,20,Occipital Lobe,Cuneus,Brodmann area 18,1
0,-70,20,Parietal Lobe,Precuneus,Brodmann area 31,2
0,-65,20,Occipital Lobe,Precuneus,Brodmann area 23,1
0,-60,20,Occipital Lobe,Precuneus,Brodmann area 23,1
0,-55,20,Limbic Lobe,Posterior Cingulate,Brodmann area 23,6
0,-50,20,Limbic Lobe,Posterior Cingulate,Brodmann area 30,6
0,-45,20,Limbic Lobe,Posterior Cingulate,Brodmann area 30,6
0,20,20,Limbic Lobe,Anterior Cingulate,Brodmann area 33,0
0,25,20,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
0,30,20,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
0,35,20,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
5,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,1
5,-90,20,Occipital Lobe,Cuneus,Brodmann area 18,1
5,-85,20,Occipital Lobe,Cuneus,Brodmann area 18,1
5,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,1
5,-75,20,Parietal Lobe,Precuneus,Brodmann area 31,2
5,-70,20,Parietal Lobe,Precuneus,Brodmann area 31,2
5,-65,20,Parietal Lobe,Precuneus,Brodmann area 31,2
5,-60,20,Limbic Lobe,Posterior Cingulate,Brodmann area 23,6
5,-55,20,Limbic Lobe,Posterior Cingulate,Brodmann area 23,6
5,-50,20,Limbic Lobe,Posterior Cingulate,Brodmann area 30,6
5,-45,20,Limbic Lobe,Posterior Cingulate,Brodmann area 30,6
5,20,20,Limbic Lobe,Anterior Cingulate,Brodmann area 33,0
5,25,20,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
5,30,20,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
5,35,20,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
5,40,20,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
5,45,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
5,50,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
5,55,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
5,60,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,4
5,65,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,4
10,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,1
10,-90,20,Occipital Lobe,Cuneus,Brodmann area 18,1
10,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,1
10,-75,20,Parietal Lobe,Precuneus,Brodmann area 31,2
10,-70,20,Occipital Lobe,Precuneus,Brodmann area 31,1
10,-65,20,Parietal Lobe,Precuneus,Brodmann area 31,2
10,-60,20,Limbic Lobe,Posterior Cingulate,Brodmann area 31,6
10,35,20,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
10,40,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
10,65,20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
15,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,1
15,-90,20,Occipital Lobe,Cuneus,Brodmann area 18,1
15,-75,20,Occipital Lobe,Precuneus,Brodmann area 18,1
15,-70,20,Parietal Lobe,Precuneus,Brodmann area 31,2
15,35,20,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
15,40,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
20,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,1
20,-90,20,Occipital Lobe,Cuneus,Brodmann area 18,1
20,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,1
20,-75,20,Parietal Lobe,Precuneus,Brodmann area 31,2
20,-70,20,Occipital Lobe,Precuneus,Brodmann area 31,1
20,35,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
20,40,20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
25,-95,20,Occipital Lobe,Cuneus,Brodmann area 19,1
25,-80,20,Occipital Lobe,Cuneus,Brodmann area 18,1
25,-75,20,Occipital Lobe,Precuneus,Brodmann area 31,1
25,60,20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
30,-90,20,Occipital Lobe,Cuneus,Brodmann area 19,1
30,-80,20,Occipital Lobe,Middle Occipital Gyrus,Brodmann area 19,1
30,-35,20,Sub-lobar,Insula,Brodmann area 13,8
30,-30,20,Sub-lobar,Insula,Brodmann area 13,8
30,55,20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
35,-85,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 19,3
35,-40,20,Sub-lobar,Insula,Brodmann area 13,8
35,-35,20,Sub-lobar,Insula,Brodmann area 13,8
35,-30,20,Sub-lobar,Insula,Brodmann area 13,8
35,-25,20,Sub-lobar,Insula,Brodmann area 13,8
35,-20,20,Sub-lobar,Insula,Brodmann area 13,8
35,-15,20,Sub-lobar,Insula,Brodmann area 13,8
35,-10,20,Sub-lobar,Insula,Brodmann area 13,8
35,-5,20,Sub-lobar,Insula,Brodmann area 13,8
35,0,20,Sub-lobar,Insula,Brodmann area 13,8
35,5,20,Sub-lobar,Insula,Brodmann area 13,8
35,55,20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
40,-85,20,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,1
40,-60,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
40,-55,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,3
40,-45,20,Sub-lobar,Insula,Brodmann area 13,8
40,-35,20,Sub-lobar,Insula,Brodmann area 13,8
40,-30,20,Sub-lobar,Insula,Brodmann area 13,8
40,-25,20,Sub-lobar,Insula,Brodmann area 13,8
40,0,20,Sub-lobar,Insula,Brodmann area 13,8
40,35,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,4
40,50,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
45,-80,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 19,3
45,-65,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
45,-60,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
45,-55,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
45,-45,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 13,3
45,-40,20,Sub-lobar,Insula,Brodmann area 13,8
45,-35,20,Sub-lobar,Insula,Brodmann area 13,8
45,-30,20,Sub-lobar,Insula,Brodmann area 13,8
45,-25,20,Sub-lobar,Insula,Brodmann area 13,8
45,30,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,4
45,35,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,4
45,40,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,4
45,45,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,4
50,-70,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
50,-65,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
50,-60,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
50,-50,20,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,3
50,-45,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 13,3
50,-40,20,Sub-lobar,Insula,Brodmann area 13,8
50,-35,20,Sub-lobar,Insula,Brodmann area 13,8
50,-30,20,Sub-lobar,Insula,Brodmann area 13,8
50,-25,20,Sub-lobar,Insula,Brodmann area 13,8
50,-5,20,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
50,0,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 44,4
50,15,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 44,4
50,25,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,4
50,30,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 46,4
50,40,20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,4
55,-65,20,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
55,-60,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
55,-50,20,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,3
55,-45,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 13,3
55,-40,20,Sub-lobar,Insula,Brodmann area 13,8
55,-35,20,Sub-lobar,Insula,Brodmann area 13,8
55,-30,20,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,2
55,-5,20,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
55,0,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 44,4
55,5,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 44,4
55,10,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,4
55,15,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 44,4
55,20,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,4
55,25,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,4
55,30,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 46,4
60,-60,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,3
60,-55,20,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,3
60,-50,20,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,3
60,-45,20,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
60,-35,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 42,3
60,-30,20,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,2
60,-10,20,Parietal Lobe,Postcentral Gyrus,Brodmann area 43,2
60,-5,20,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
60,0,20,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
60,5,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 44,4
60,10,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,4
60,15,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 44,4
60,20,20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,4
65,-50,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,3
65,-45,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,3
65,-40,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 22,3
65,-35,20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 42,3
65,-30,20,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,2
65,-25,20,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,2
65,-15,20,Parietal Lobe,Postcentral Gyrus,Brodmann area 43,2
65,-10,20,Parietal Lobe,Postcentral Gyrus,Brodmann area 43,2
65,-5,20,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
65,0,20,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-65,-50,25,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,3
-65,-45,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-65,-40,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-65,-35,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-65,-30,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-65,-25,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-65,-20,25,Parietal Lobe,Postcentral Gyrus,Brodmann area 1,2
-65,-15,25,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-65,-10,25,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-65,-5,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-60,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
-60,-55,25,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,2
-60,-50,25,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,3
-60,-45,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-60,-40,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-60,-35,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-60,-30,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-60,-10,25,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-60,-5,25,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-60,0,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-60,5,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
-55,-70,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
-55,-65,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
-55,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
-55,-55,25,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,2
-55,-50,25,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,3
-55,-45,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-55,-35,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-55,-30,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-55,0,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-55,5,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
-55,10,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,4
-55,20,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
-55,25,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,4
-50,-75,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
-50,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
-50,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
-50,-50,25,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,3
-50,-30,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-50,-5,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-50,0,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
-50,10,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 44,4
-50,15,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
-50,20,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
-50,25,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,4
-50,30,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,4
-45,-80,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
-45,-75,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
-45,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
-45,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
-45,-5,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-45,0,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
-45,15,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
-45,20,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,4
-45,30,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,4
-45,40,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,4
-40,-85,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,1
-40,-80,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,1
-40,-75,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
-40,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
-40,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
-40,-55,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
-40,40,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
-40,45,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
-35,-80,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,1
-35,-75,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
-35,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
-35,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
-35,-55,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
-35,40,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
-35,45,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
-35,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
-30,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,1
-30,-85,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,1
-30,-60,25,Temporal Lobe,Sub-Gyral,Brodmann area 39,3
-30,40,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
-30,45,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
-30,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
-25,-85,25,Occipital Lobe,Cuneus,Brodmann area 19,1
-25,45,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
-25,50,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
-25,55,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
-20,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,1
-20,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,1
-20,-80,25,Occipital Lobe,Precuneus,Brodmann area 31,1
-20,-45,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-20,35,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-20,45,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
-20,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
-20,55,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
-20,60,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
-15,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,1
-15,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,1
-15,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,1
-15,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,1
-15,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,1
-15,-70,25,Parietal Lobe,Precuneus,Brodmann area 31,2
-15,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,1
-15,-60,25,Limbic Lobe,Precuneus,Brodmann area 31,0
-15,-45,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-15,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
-15,40,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-15,60,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
-10,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,1
-10,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,1
-10,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,1
-10,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,1
-10,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,1
-10,-70,25,Parietal Lobe,Precuneus,Brodmann area 31,2
-10,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,1
-10,-60,25,Occipital Lobe,Precuneus,Brodmann area 31,1
-10,20,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
-10,25,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
-10,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
-10,40,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-10,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,4
-5,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,1
-5,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,1
-5,-85,25,Occipital Lobe,Cuneus,Brodmann area 19,1
-5,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,1
-5,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,1
-5,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,1
-5,-60,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-5,-55,25,Limbic Lobe,Posterior Cingulate,Brodmann area 31,6
-5,-45,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,6
-5,-40,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,6
-5,-35,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,6
-5,-30,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,6
-5,10,25,Limbic Lobe,Anterior Cingulate,Brodmann area 33,0
-5,20,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
-5,25,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
-5,30,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
-5,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
-5,40,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-5,45,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-5,50,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-5,55,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,4
-5,60,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,4
0,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,1
0,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,1
0,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,1
0,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,1
0,-70,25,Occipital Lobe,Precuneus,Brodmann area 31,1
0,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,1
0,-60,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
0,-55,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
0,-50,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,6
0,-45,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
0,-40,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
0,-35,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,0
0,20,25,Limbic Lobe,Anterior Cingulate,Brodmann area 33,0
0,25,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
0,30,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
0,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
0,50,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
0,55,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
